"","ES740463","ES740496","ES740562","ES740637","ES740640","ES740691","ES740706","ES740712","ES740724","ES740772","ES740790","ES740871"
"ELAVL3",0.0178193613694814,0.0237022024713197,0.0178730894200396,0,0.0485806521498626,0,0.0195604824079868,0,0.0161237783681908,0,0.0215873231157717,0
"ELAVL4",0.0253459546725923,0.0404563286206811,0.0559292283709903,0.0122709575613755,0.0829203459197523,0.0364899281236032,0.0723384881499477,0.0338551109262038,0.00917367457109902,0.046907870148956,0.0122821755920398,0.0346415974357754
"ELF1",284.75454224958,228.068214847424,357.409199420956,274.350272648409,482.917459322736,255.518884101253,295.267091801368,403.456058310532,264.651038178372,474.007716499797,422.564675280825,260.597434722875
"ELF2",21.04596371799,15.8986565741752,25.3342868096225,36.4190093509603,27.7334820661767,22.5086928034667,25.6807665473382,15.3327853766927,16.5861493745169,16.890194253666,39.7481391057294,16.1534092596268
"ELF3",0.478143357771235,0.643848263930431,0.704575540546076,1.02883423975765,0.811100837616823,0.649521010766955,0.524862510179406,0.794108367868012,0.747783414523652,0.418780792297461,1.37303305789064,0.700901811519222
"ELF4",165.342531518742,114.936329185105,152.427866766269,158.475913929882,142.18503453129,151.028801454941,132.533690111934,139.033867045867,144.574420622965,143.358715511316,82.2590841898194,148.752845068214
"ELF5",0.0259020902137496,0,0.0433003148426666,0.0418006809988155,0.0376621184425802,0.0799083907663285,0.0473882845229111,0.0659008620233138,0.0234374034635528,0.02663172924937,0,0.0811288866468618
"ELFN1",0.220644940130302,0.205441690965324,0.210244706872219,0.133528443268648,0.180462276893755,0.0680693409336753,0.157432631687585,0.421028524213967,0.1197898186907,0.204174282136002,0.0267301028229361,0.103663516279852
"ELFN2",0.194421989825147,0.351706877151197,0.25741082574486,0.423572442873917,0.720867585123004,0.351879827028422,0.315859922957533,0.237433997705044,0.232216994294763,0.255870317821306,0.734863428144355,0.405232700703472
"ELK1",52.2060668313394,71.0021028826391,51.5370796421094,55.5874233081134,59.3001803508663,76.7926533379375,60.2121902494119,51.9767643049603,63.3912467697305,59.4909960460061,61.3548093587325,60.8255069674077
"ELK3",54.5674084209866,61.0764186962582,47.5674956029257,65.2826568495425,51.5577046411424,61.7589900759628,67.890397245532,47.992208756159,56.8383967154338,52.5451645178765,50.348456757274,65.0811929727704
"ELK4",41.1072057082239,60.5098447756078,40.0131315366167,52.4871985941906,59.4025732242217,38.880067375667,52.4763402596856,34.8277508033549,43.4925755030168,47.2343744742255,76.1366010002201,37.8668946840325
"ELL",59.4021110898187,45.1683035937329,75.7417682768115,68.295508879527,79.3016242403259,53.1737516016144,62.3658557925506,58.6250544377474,51.002571480236,56.8984855704639,59.6329543753923,46.3732794056051
"ELL2",13.8571882634211,9.46999858310228,24.8888528386597,10.9140810644341,33.5419658722522,10.5861567344358,9.95735328162113,36.4971105466141,17.0313579058636,30.8512472431642,13.9171495010421,9.95598925471364
"ELL3",5.870788180023,6.04855556777508,6.60327722935554,5.72973220634634,5.79156382153281,6.26399034030022,5.15926110364114,5.71455700487755,5.35821855500477,6.55952984821469,9.31161842908955,5.8121117912185
"ELMO1",46.2974240161785,33.0048562715468,53.1324843044927,54.7108169574124,55.5488659624685,40.858888624831,46.5637283722125,53.0525911845244,41.1179700067883,55.367315946025,72.1642319913767,38.703793500728
"ELMO2",56.7322641316456,60.639643663681,57.2193424952242,56.8517537396981,64.4056836038587,43.9913894072065,56.1418668292524,37.5573303169613,48.1339548122665,41.7958232348654,50.8900821508958,53.7402342307051
"ELMO3",2.89931735698986,4.42619991555777,5.81611846845448,6.00149422037877,6.91631896550803,2.16834995688787,4.12292429858813,3.23770935120541,4.09911843165302,3.8109228874414,13.0117988293071,5.22067034971325
"ELMOD2",9.26973842588984,14.3168162488163,9.11764985926027,10.055739099605,8.78051567224369,8.24693961206908,10.3373306602358,8.51996585731663,11.8912560875367,8.48285978678016,10.3445134359816,11.3464031769269
"ELMOD3",7.93566442581466,9.80155947810076,9.61246708329287,9.2441912347281,8.29071560369279,7.23512985102488,9.59627188935527,6.70712968297993,8.71924467759109,6.99961261695872,13.2666040634902,9.04005866816007
"ELN",0.0920009072595984,0.104891884708864,0.0395478444905384,0.0556764996216214,0.186323922758261,0.101365846587909,0.0793494983879686,0.125395404771704,0.0713542761991851,0.0945924916720973,0.0398052848002282,0.0336809706439855
"ELOF1",39.2983020213361,50.3792102694873,36.0623886129638,33.3665596972414,35.9492704760921,42.0426731012663,44.0531031903894,33.9831463174687,47.1298157617232,36.6323275610314,28.6190172781136,45.196202330999
"ELOVL1",156.692972076476,151.437239985435,144.567742592938,131.181491721787,114.187973783055,148.618106309435,134.321305827105,144.960490504887,156.256919491097,135.923592194045,79.1745698947575,153.138890554925
"ELOVL2",0,0,0.0213374570533622,0,0,0,0.011675959972972,0.0202965731645274,0.0096245372130086,0.0218725653296815,0,0.0181720716739323
"ELOVL3",2.66633649794603,0.846346394744648,2.64398526764512,1.3935600604273,1.71817274486368,1.62021238408084,0.631936313622884,2.37046577498967,1.86430035683752,1.77570859302924,1.43154020314764,2.30351776549005
"ELOVL4",2.02732642634161,3.8202160532782,1.17205171498359,2.79456905928789,4.26812550933739,1.59253942625832,8.19076536251995,1.24919917715775,1.82167924991152,1.75150392544095,3.35995973029792,1.61151837470562
"ELOVL5",186.040588886144,185.590986675188,177.038800591565,182.94767731884,174.467202997027,187.423164093258,198.491172557551,167.256176095905,206.026170395207,190.594895578399,170.66197979545,167.263096581319
"ELOVL6",2.49008916950805,3.26562031149754,2.37476451497774,3.69852126654945,3.29418496482504,2.55465902229704,4.18651063451017,1.78042856816355,2.47476834151352,1.53494049882465,2.53622704716483,2.49072799820051
"ELOVL7",6.76079392628916,15.7342137796061,2.21270529758838,2.2212386196596,6.39800328062546,3.20729021937958,3.15226316261111,7.01285958440311,6.02283301587869,2.56149754764735,1.52057794068068,5.20661423410072
"ELP2",16.6147435401355,20.263338637286,17.3688250886334,20.3927693053202,21.9999723417307,16.1942357571468,19.1433338976899,15.3103254130238,21.0965783120165,16.8422194111212,37.7515876357499,21.3708524879699
"ELP3",38.6628420339465,53.383833178817,30.8322740210951,33.4352660558164,25.517911430692,28.356674943838,42.9367919634488,24.4663175154061,33.5560040064945,28.3773416601198,32.8086633832643,40.8197897454392
"ELP4",1.95226678658287,2.05009219558655,1.79575449660751,1.84096699265053,1.63323206562078,1.81867995039832,2.17207394432716,1.34127222452861,2.21305648588859,1.53665869478069,2.04445505861088,2.05864688592458
"EMB",136.372194878033,309.002576208488,156.570928933933,192.511728074456,185.475385780315,222.334429299924,206.186677370314,171.393149362116,247.443597036539,198.97591226376,177.879167579607,200.862837181288
"EMBP1",1.93451267395879,9.96857082292797,4.37688626881861,3.48533641607487,1.90026201681382,7.46380224600672,4.66853046865003,7.19960608557861,7.24226238042445,7.88010849217502,8.19355585243145,5.19086097221353
"EMCN",0,0,0.00822639005498922,0,0.00894402493756751,0.0337363516228385,0,0.00782509027263488,0,0.00843269436724379,0.019871857183718,0
"EMD",104.389118784157,131.479738278232,110.766361663194,114.330329518974,147.460856876072,126.19602947233,149.463819466361,101.511514895046,108.217761726557,124.290627459523,175.234145949825,100.690364803534
"EME1",0.695393274427058,0.342581013861424,0.968736096639441,0.576697752933036,1.06728772624758,0.30457964812131,0.650252430213046,0.847760872924913,0.547657789027772,1.27107891489646,1.21685263169805,0.396012141178372
"EME2",1.52118468544939,1.32060620039543,2.55654043676067,2.41740215360766,3.46337227572861,1.89267581980847,1.50411167476624,1.82802505799648,1.70741345220099,2.93107344323651,4.60711030023227,1.76563091797759
"EMG1",13.7727522349964,21.3653999378114,11.2790488383932,11.2009253446925,12.0629237672141,13.9674169780574,16.4535615551979,7.88293803272821,16.132642184843,9.01898747240011,17.656350415244,18.8982093782517
"EMID1",0.559294467112327,0.464961623263095,0.929124489622342,0.602899902533441,0.991117364157048,2.075911559902,1.09358570960697,0.908813141948366,0.877724482696352,0.790692786058893,0.921056895942982,0.418040010588789
"EMILIN1",3.92144821924667,3.3666019628767,3.5955117772736,3.26062438830351,3.38794625747768,4.88154208894246,2.75447407272243,4.73634178457385,5.35686213853667,4.635023440708,2.4740233196655,3.80445466742808
"EMILIN2",188.305167470248,60.6969089609729,189.741105468186,171.699805901009,116.92265946399,110.101308400361,69.7700137752134,190.832911462008,172.339245611613,192.6252282709,43.5957275084086,182.402249486462
"EML1",0,0.0126367509480351,0.0190579571621072,0.00574934898508344,0.00518012284178042,0.00488478193150395,0.0208572131566461,0.00453206796081384,0.00429816958627977,0.014651924501921,0.0172638150091023,0.004057683193485
"EML2",17.9215430774984,17.1554369341364,18.5950677608775,18.6382948315149,17.5966801788574,18.6162248913956,17.3139814661879,13.0778025151925,17.7472226842411,15.891616310568,22.0569299340815,18.1197722159715
"EML3",66.2044741688353,90.3590187261922,85.1324577191397,77.7499829694667,95.9737652737597,83.6414815507801,91.468094787888,73.9963755357309,80.6942968891901,73.1286076646952,120.800636834938,81.4301765353216
"EML4",62.2778201055446,62.305845435475,73.8026063897034,85.7948219604573,121.166917746335,41.3706004647738,98.1884892273037,52.301756876367,50.7786804512026,68.4018740475553,143.567041496374,43.9427709730004
"EML5",1.51551481525817,2.67240285855734,1.96489270882885,2.35238272401316,3.30958519281609,1.53863525705019,3.19173192660438,1.2398955129048,1.91913272027392,2.27585235304354,6.6384757112865,2.16093025109915
"EML6",0.623923364442737,0.504858219986185,0.704030160470009,0.7048193762237,0.62653231794686,0.299415547993687,0.368126552676069,0.443977120385003,0.995027444598721,0.529236456636772,0.692866151189607,0.568498400132512
"EMP1",9.20621505911987,1.0804881842776,16.3821547712298,10.8215401898569,30.8685259414397,4.75026178463241,4.39302888638645,37.9603131037057,9.49643613402489,47.4557933568137,6.48180252840157,6.85104037652151
"EMP2",0.00490279585529942,0.00652139308633571,0.014752735563247,0,0.0320794015097775,0.00504173632088884,0,0.00935537838420425,0.00887255071786369,0.0050409032902664,0.029697539688566,0.00418806182591552
"EMP3",820.865471364759,670.560162806803,726.581894240026,680.800125377394,612.411882776453,691.49391717964,691.068002722915,704.497015742909,703.487556428675,867.903259317838,398.14467843135,723.31449070425
"EMX1",0.00775200835892737,0.0103112377527369,0.101079963767773,0.0844435632184131,0.0422683634659166,0.0318867709417619,0.0170189065687911,0.0295843325219792,0.0140287479552187,0.0478222535826588,0.0281735869940212,0.0198657406347703
"EN2",0,0,0.0501288829035691,0.0453682059824405,0.0408764332640051,0.0642431555940062,0.0137153839093409,0.0834461172991084,0.011305641945649,0.115618573610151,0.0151365604350794,0.0320192438154531
"ENAH",0.152261728660112,0.0487569934045929,0.138580003912245,0.170638415437368,0.221391370802389,0.107284020073665,0.0773792348647509,0.207145390224356,0.247481884959545,0.258018923078786,0.543126230102237,0.113204614008082
"ENAM",0.131486450029432,0.233193427172626,0.0732682785679425,0.0884134431492942,0.0876258768293595,0.0375590689239971,0.0801855146757577,0.0418164631204418,0.13880415748494,0.0375528631542835,0.0353977080606817,0.15599755001645
"ENC1",34.2445502779495,6.34947146343083,36.6903989182051,61.5641497227497,97.8566610768869,31.3648474125581,38.5126224764134,51.5347784620445,34.9577834074527,31.4228583748473,26.1472658731317,11.5023070034957
"ENDOD1",38.1232803941972,72.3880016833844,23.1075989108762,32.2996720090438,32.304364261797,33.8108095134875,46.9041211403603,37.0516190535171,42.7400058408885,25.9845417729356,26.8268277488682,42.9040541441498
"ENDOG",26.8962327958748,45.1384743863812,35.3009125730865,26.5003813835336,32.8455528754425,28.7251627920009,41.7243539824367,21.702549581224,35.0975014519963,28.3014185010192,38.0589974062675,37.3427343956584
"ENDOU",0.380013345935503,0.189551264220526,0.222342833557917,0.114986979701669,0.172670761392681,0.390782554520316,0.208572131566461,0.0906413592162768,0.0859633917255953,0.325598322264911,0.345276300182047,0.1082048851596
"ENDOV",2.39202630686346,2.58271982219057,2.97411731804122,2.37135874208278,2.90191867152628,3.05522130778323,2.27907397933758,3.14151103806812,3.13284591314534,2.66987032934219,2.92616864271889,2.9425727741068
"ENG",74.3991040070542,46.8917675781359,86.7464081644957,84.3604404617101,72.2939753330838,61.3037967615089,56.2260661679062,84.2344612227059,84.3197676420662,85.3518018175856,40.6313067204453,75.9558203571948
"ENGASE",15.5360899127443,13.8186328234389,24.7987197074653,22.0129113603053,22.9085495525901,15.629507676,18.7128723913138,16.2065683570595,18.6358530375199,20.2116556630343,56.8805365509826,18.6765258404355
"ENHO",21.9522398265631,13.2824790874322,55.4599530625503,18.3791251057788,16.3794678012297,41.3721547491459,29.1702734160553,23.7001584317322,32.0726655002975,59.141799613555,7.84826241274694,26.9295960517659
"ENKUR",3.38227960390491,13.5382200533246,1.64926607447887,1.48633930312606,2.9053423027815,2.10828194841047,1.56507134126426,1.66810344394783,3.15460972174564,2.40753837957841,0.832102329903888,3.1114545685077
"ENO1",654.460927785768,609.566279272184,709.430226572271,628.915972621279,614.743143205825,629.486966534215,541.490811325401,721.447117485693,615.608915309337,719.570740994122,445.699751014012,642.589677894641
"ENO1-AS1",0.651168702149899,1.11361367729559,1.30626414715276,1.35109701149461,1.2173288678184,2.008866569331,0.91902095471472,0.887529975659377,2.18848468101411,1.14773408598381,3.26813609130646,1.98657406347703
"ENO2",22.0566856251699,52.6272857465604,21.5368159898771,30.1382055631082,50.7968218382021,28.489746088468,52.8614155311733,21.951533267633,29.3540786086279,30.7365386642607,81.7104308719886,24.1652047816817
"ENO3",1.67027242918652,2.48461429957655,3.56870460652039,3.28960013283287,3.31957527235474,2.60181786532445,3.05940619780147,1.96133371694643,2.49505139308678,2.75381305159863,8.75234929565615,2.8451147202483
"ENO4",0.173574714076379,0.195358521502279,0.508902044648209,0.371689892365845,0.131043900784983,0.123572528748811,0.0879390526387394,0.101910901832087,0.277872537401952,0.15100813595884,0.145576834779305,0.20529807885451
"ENOPH1",67.7115414717561,105.099184240974,73.2672549928555,71.3558244044753,65.046153454596,98.2574237282599,85.9741235331393,51.7209691125108,92.6674839198994,58.5636414128063,81.2399109340723,87.4130736255645
"ENOSF1",2.99800585959093,2.58585202257364,3.70184085690295,4.05684967454922,4.25626908094819,3.45445430981509,2.89030342047008,1.88676872858875,2.83404849473286,2.39704112707488,8.51814921987311,2.25554816863346
"ENOX1",0.0683956622703169,0.200146411742258,0.562535460799927,0.033112987060171,0.119338270176328,0.548604644722631,0.270282847694236,0.0913574873364957,0.198040138822203,0.435998308058346,0.18228792307257,0.0934798088818345
"ENOX2",27.6283534483573,27.9412325381929,28.278418638085,27.0206772273108,24.0859853388588,27.6263585363344,24.5278438305602,22.9265233329105,28.2375779547665,23.8097825063358,25.1718983713929,28.419030670766
"ENPEP",0.00549468779016199,0,0.0992025917822897,0,0.035952199723134,0,0.0663472813593701,0.0157272151127206,0,0.0282473414944203,0.00665655734159257,0.00938733443466867
"ENPP1",0.183152581466229,0.396587660288017,0.474214752429849,0.262920575185918,0.264758944441676,0.569408910963242,0.392745575184843,0.308848667902916,0.381552644456507,0.617487622522469,0.227040807088278,0.283797434641033
"ENPP2",1.96681896253467,1.0229777595368,1.5744056251652,1.228416037498,2.13796887500042,1.02424345644764,1.42549086709404,1.9486881962226,2.72654314249051,2.95555598780317,2.52781009156165,1.43777301457248
"ENPP3",0.240210495310454,0.392129603742694,0.31759582794536,0.33038408260486,0.428650165038757,0.381754823691951,0.479420626740927,0.218764145351717,0.563143192049489,0.359239291777688,0.833329016385319,0.401057855718483
"ENPP4",30.2979735072669,63.7493473044095,22.4278176494534,34.4157342544667,36.2577366487168,32.311927887652,46.3030356638409,18.8761801644889,33.6550750945538,18.1161076595145,18.9221672648217,29.6185359698641
"ENPP5",4.95136277901409,18.8076976609922,3.30422626175022,5.46443680204487,3.87381097492433,6.68346718939329,9.84645858443979,3.01996866384364,6.50036065253013,2.54031811031084,2.33202170745178,4.93306071442617
"ENPP6",0.0919154707260034,0,0.092192609673682,0.0667497548474043,0,0.20794458467243,0.0908068375622779,0.0789257425808469,0.141387892717905,0.0472523242333531,0,0.0942191399813333
"ENPP7",0.192704098762297,0.0320403708023717,0.0362409619799014,0.0291548474939212,0,0.0247706431847418,0.185091481320549,0.02298203684842,0.0108979711543096,0.0247665504073736,0.087544502005272,0
"ENSA",129.846740838834,162.111034201576,129.842163342854,124.613909210416,133.097082664137,162.63238984778,147.907127663369,126.54859320053,141.66431961563,132.24858564949,130.279448267759,143.795103512375
"ENTHD1",0.152088946264849,0.257471741121796,0.221887297858692,0.0334691567384584,0.105544158683081,0.227489453185555,0.288367287833128,0.0659572472132784,0.225191583865257,0.0995101912880359,0.267998032214314,0.224402577391982
"ENTPD1",29.5815082522118,15.5454589702122,32.4440794665263,32.5001751844744,23.5678399267039,25.6544633255238,18.3021681931493,34.6929676018036,35.4311717082361,28.517479344172,18.7620062018924,35.2953827205658
"ENTPD2",0.0803389957197927,0.0641171511170188,0,0.0777904339951442,0.0876107897293544,0.099138869655296,0.0881888794928267,0.0919803792956082,0.0872333054669961,0.0660816594960377,0.0583961621330621,0
"ENTPD3",0.118290545845094,0.141608431914888,0.130511930565657,0.200441609067243,0.193496222715139,0.0729856709118744,0.0779091941531721,0.259576530527483,0.0749243114440458,0.18243402928354,0.0143303465357208,0.191987481159677
"ENTPD3-AS1",0.637675521440069,0.77600927499376,0.292582159390594,0.85391578273256,0.56963125975318,0.774339100266217,0.543603417746923,0.543674207382965,0.607689554796474,0.592864400724087,0.336947629899389,0.822866744015768
"ENTPD4",20.8486869051255,21.2286488200765,25.8453956516122,27.0755703919589,32.1789686229977,18.5207261740501,25.1829633881472,19.2775436278179,22.2493158298839,24.9045605524562,46.58050090691,22.2732408476995
"ENTPD5",2.20240842889309,2.01224401920593,2.26524791982807,2.34224925930919,2.2654537231215,2.54404723838057,2.7109343992357,2.53717063312047,2.30873109205885,2.61896079079704,2.6785575526671,2.3894113986655
"ENTPD6",33.684733498056,38.878073060951,47.3926312971102,36.6693357646884,39.1322067189757,32.5344264769578,37.9669183385596,34.4731379294387,35.1385637289176,41.2675160674761,48.1311092060305,37.5111863060555
"ENTPD7",5.7685905169312,4.27655101061035,6.35622506622469,5.88456995324099,6.30676215285696,5.30710815582805,4.91192189530098,6.35010008511979,4.65647453792631,7.50330329903363,4.59558566748368,4.9360133763271
"ENTPD8",0.0149573306558711,0.0596859234657721,0.255041297318361,0.108621339429045,0.309912356334585,0,0.0328376081609397,0.0856234842526113,0.0270681624862329,0.184543985616579,0.181201067267612,0.0638841870906578
"ENY2",34.3216147823021,36.8280447713178,34.1930484691527,31.6420387665449,28.9729294893417,37.6797850116768,33.5363173388311,35.907599839522,39.5198763299331,31.9968096618182,24.2626412787049,39.6214700454594
"EOMES",24.5742396798214,97.3823076374677,17.6076158666148,24.42100457155,40.716587328311,24.5905614218295,53.2884681371272,9.65290807662444,33.4798372262227,8.94705181907513,15.8691890050437,27.2159777298514
"EP300",133.319416351149,65.273584988688,153.157156993589,174.483570866067,195.700504146017,86.1304118832836,124.68103353993,136.744898134803,79.3259032718079,172.060770877813,171.940037557983,87.6714892879097
"EP400",31.1541274904756,27.2623525044402,32.6630684383903,41.7398434104803,40.7611178119253,26.2848515542375,34.1310761041039,24.7974330471042,27.5812167680628,37.4589716295177,50.4657296142168,30.6254071988768
"EPAS1",1.21014262322459,1.69478224705416,1.25464013349978,1.21118777494565,1.64325205281425,0.628201313684635,1.04099406455502,1.69301425064746,1.70566177854546,1.66894483330138,0.725967375633075,1.12318407179092
"EPB41",43.611380688578,70.742643515444,42.9852757600961,52.009362046937,60.4694552341563,51.2487410647041,63.4117257235147,52.7182417805247,59.2029358553564,49.9183096785659,86.286003264646,54.5873708664959
"EPB41L1",0.175357543365236,0.110793588949623,0.277020879491264,0.153876488907303,0.176887596956663,0.103688028205002,0.153993314170194,0.184036806858513,0.17453873437795,0.189312071230898,0.191193718104114,0.119835009236283
"EPB41L2",12.6599310464492,6.63736772105945,14.392557245265,10.278287226591,10.8877799571099,8.542465935298,8.87057073447381,10.5060844862879,13.0694425950437,12.1290580830809,8.26599938410631,11.6078756486741
"EPB41L3",35.8595671685947,5.71027778693567,26.6584869360186,19.5723613295068,15.9249320495611,20.8507655287806,9.37532415066181,41.5857141223107,16.3054724607063,26.8767100230054,5.01968681726599,29.1027060645386
"EPB41L4A",4.07969999248563,4.74906424967464,5.41632119211115,4.74033756795777,7.18306341495641,6.97693551334916,5.51512567337,2.58548718299802,6.03616236803337,3.75736402455088,8.68059154337959,3.61590754787303
"EPB41L4B",0,0.028644799077536,0.0162001101780953,0,0.00587111270175138,0.00553637551063971,0.0118197051331927,0.0051366121195669,0,0,0,0.00919789590501868
"EPB41L5",2.93878982019245,3.23503019817696,2.82290687388978,4.23712473579806,4.13408003172468,3.3962787054895,4.43440001981001,2.46546170326072,3.82201043433854,3.3625654946078,6.53448552013007,2.56545687028118
"EPB42",0.130208358683648,0.481097313974902,0.043533652146389,0.245151299493565,0.47331340699624,0.0297551859811257,0.158812170437287,25.6465892502543,0.091636623751142,0.252877291795888,1.24440389156675,0.0370754886607992
"EPC1",35.5370855920767,45.9343769561925,41.7665237700013,50.1816536491483,51.4557124801083,45.5690944731361,54.8442000045916,33.2922355314006,38.1207844436476,41.1522568405442,67.6849083904848,40.351131846108
"EPC2",74.4812110084932,70.7034906567973,77.2003651070423,97.9782286385814,85.0325982087632,90.0022750653306,102.646760911303,63.4765833513062,79.919866721173,80.2687646048982,125.078635250508,75.8345546925238
"EPCAM",0.209476492543459,0.0464387596567708,0.0700360318755625,0.0633847980701175,0.114218511054566,0.0718042841947823,0.19162028136713,0,0.0789766551553052,0.125636735338146,0.0422951626971972,0.0298231365578774
"EPDR1",3.00594999237049,4.89135446363214,3.21397365702334,2.71483018208953,1.93021066523148,2.24381930888893,3.13216446244739,2.56221603332802,1.65680522613575,2.54152914867495,0.646979062481407,3.3497926280144
"EPG5",25.4699309116516,23.0459363036076,27.1829070287366,33.953569763008,29.6654090228229,19.4023360432158,30.1629861720654,17.3676106129846,19.6469989192791,23.9129937052348,41.754659474557,22.7993534755321
"EPGN",0.102865085759444,0.0342061794379973,0.103175239440811,0.0622512111995091,0.280439508803269,0.105780182232992,0.0988014848758677,0.0981421446258081,0.0349038991259275,0.092542366435797,0.218078423000705,0.0329509950753147
"EPHA1",6.63784489225828,13.2498768491001,9.89167621586745,11.1602856827694,8.20381690055857,13.6704839468474,11.4401836366901,4.39437877665201,12.7315681421621,10.43687849277,24.4853603473148,15.8224850952632
"EPHA10",0.057238577912237,0.0761351843489625,0.0313151786293456,0.100768766313631,0.170234900553603,0.053509694122093,0.0571193920169437,0.0546105294149587,0.0565004726282801,0.0160502558638561,0.0252152221182996,0.0444493509786814
"EPHA2",4.19989997426243,0.96740874228238,11.5999609013312,5.21971745710958,8.2664302736183,3.7816894109516,1.96779822872185,6.939065561929,3.74464921029057,5.70845960756402,0.868679929339924,3.75389098858856
"EPHA3",0,0.0257365484185692,0.00646904201982731,0,0.0211001202571533,0,0,0.00615346919417175,0,0.00663127493802416,0.00781338340840727,0.0220374705293119
"EPHA4",14.0442008657488,18.1728071521819,12.0926888357659,32.2023974500312,25.2847940188565,20.4362036368071,30.8822185788701,13.1797143962889,15.0705524181425,24.520547153903,27.3337947996513,14.7981621897641
"EPHA8",0.0156124364151824,0.0103833443104484,0.0156595102555776,0.00944823084961265,0.00851278928544335,0.0240823165154565,0,0.0148956079830944,0,0.00802611248939729,0,0
"EPHB1",2.01791974762241,0.583854943198377,6.8730531252645,1.9996546456412,3.37066081738851,2.12525924084276,1.21127261215442,3.74002427569898,1.55008995227643,4.03669855593502,0.61300024176471,0.963422753635657
"EPHB2",6.11069339256241,0.856534648990535,4.27984449582813,2.40792345305199,2.73869816714849,1.89944878102748,1.51789718567136,3.80267876819427,2.23561481796051,3.88538616356137,0.505017624583145,6.68189805036202
"EPHB3",1.67615875573268,1.41991889626034,1.26795365655509,4.03479919900642,1.48068036681664,1.12663775051979,1.72686674757874,2.64448666654746,4.05856323625256,3.24456571856704,1.16843888206198,2.48766434777977
"EPHB4",2.701846480258,2.23518544518549,3.95262386824821,2.91124989116518,3.65066280322609,1.87712372744873,1.66376534497575,4.36338801020769,4.41248473824048,4.43795267984109,9.14089994799959,5.70237181291794
"EPHB6",35.4885632473099,30.1558915736246,38.9593676133024,38.2001430352268,38.3359149596129,42.5479825643995,43.2758482092168,28.6909690159634,42.4119321167764,40.8537295011673,77.7729408741231,41.6108362934227
"EPHX1",30.6133857374368,22.6997212200252,35.1334162175762,38.0968414907798,35.7820909631469,25.3238937224756,27.5149304017619,31.0958229653749,29.6593238587787,30.2758339954215,63.37520332546,35.7294375198451
"EPHX2",15.2242108935618,29.3238296864932,15.0057846360479,16.071113317133,16.6353734648827,27.0690570078169,29.6183141999593,7.65909738994828,19.682001518317,34.6514221658434,56.4353906389312,32.8323872402336
"EPHX3",1.15876264655748,0.165140759950175,1.32829313137652,1.05187845382702,1.64725379479426,1.14904367951699,0.454280276802073,0.987106509513844,1.40424345385896,1.48925496034973,0.626690520452374,1.5024314282999
"EPHX4",1.43281920899726,7.47292520396756,0.983305887532898,0.79864845568348,4.64640902969974,1.93871567325912,3.0628585773722,0.593580047720991,1.94472115654423,0.91104581225204,0.570984696412163,0.805224687062691
"EPM2A",1.43160029918013,1.96286440964736,1.52435250703888,1.78328251216305,1.58648274831206,1.34809774621522,2.19039527404566,1.53411318536357,2.08268204628785,1.45284226112227,2.04070342761026,1.75804306881672
"EPM2AIP1",14.7462231609621,14.0970541375443,18.1359469067209,22.7289626814394,27.6041247259807,15.8489826534111,14.7825014785315,16.6858707600909,15.5210362912992,18.6339006112105,30.6463982932754,14.1598696515308
"EPN1",32.5390445252783,20.5404913317341,34.9557862040771,28.9234159967504,29.9094164719096,30.1455099705252,22.0791793308975,28.2444927649007,33.0640770097147,29.2987532126608,19.4370114042621,30.2884882075906
"EPN2",2.40060503166659,3.83573686006145,3.28206015174517,3.78567325141568,4.29073765550174,2.89885453786015,4.12223214660658,2.13832512628043,4.24070421457733,2.84204671520472,4.91139354927264,1.54861810192402
"EPN3",0.00942016205641807,0.0250602233990569,0.0472428262984724,0.0342049876327749,0.0205456348998886,0.0387484811444195,0.031021804378556,0.0359505812925317,0.0170475924519113,0.0193710394258871,0.0912966869679674,0.00804688228243862
"EPO",0.0510457156919983,0.0339489127454732,0.0767994392859282,0.0617830161694286,0.0278330306721415,0.0262461508112697,0.0280166837377933,0.0730530088268368,0.0230942565616596,0.0524836284806076,0.2164382423223,0
"EPOR",15.1230522407655,12.9276179892748,14.8506204671336,11.0792589515866,20.4156772489115,12.2343229072177,13.9222067281233,18.0062727567444,13.1975457786793,16.0309767784895,17.9033485569858,11.5052659625321
"EPPK1",1.91355892485576,1.3502058489522,1.1404320860562,2.47325462310335,2.38734885992402,2.06590414291998,1.12590833364862,0.616995533969166,1.38853838805198,1.34615834189866,3.03098155621227,2.06249209910247
"EPS15",92.9963620283705,118.161183204116,84.5344065048525,91.6467891532383,86.7613284317021,73.0171615216696,97.9239373032325,76.6147440164779,86.6861168824187,80.1341778591311,73.2869460298712,88.4513889441526
"EPS15L1",21.7704861351202,23.1755629225534,24.2887176504421,25.9722799967894,21.1238540341397,22.9306994351085,22.268408586972,19.7388519335735,24.7067566668878,20.728368916666,22.4364274788738,23.7842609203205
"EPS8",7.77847048394838,1.27513547373706,5.29594184945687,4.35863263075837,5.68210343430644,6.36439038639572,2.60080777910367,7.68197725161588,6.80011195731718,5.7709252520076,3.73680733986836,5.4098087143117
"EPS8L1",2.76386602313005,1.2465689893262,1.72864163865863,2.26860850010928,2.52035622923345,3.19338160185305,1.53439734010661,1.14420078644453,1.9187733994126,1.43719257949068,1.04874740157336,1.75714168277769
